"Suburb","Address","Rooms","Type","Price","Date","Distance","Bedroom","Bathroom","Car","Regionname","Propertycount","Year","Price_thousand"
"South Yarra","7/85 Caroline St",1,"unit,duplex",420000,2017-07-22,2.7,1,1,1,"Southern Metropolitan",14887,"2017",420
"South Yarra","804/2 Claremont St",2,"unit,duplex",460000,2017-07-22,2.7,2,2,0,"Southern Metropolitan",14887,"2017",460
"South Yarra","10/391 Toorak Rd",2,"unit,duplex",1340000,2017-07-22,2.7,2,2,2,"Southern Metropolitan",14887,"2017",1340
"Springvale","1/2 Mary St",2,"unit,duplex",580000,2017-07-22,20.8,2,2,2,"South-Eastern Metropolitan",7412,"2017",580
"Springvale South","5 Gwent St",3,"house,cottage,villa,semi,terrace",7e+05,2017-07-22,22.2,3,1,2,"South-Eastern Metropolitan",4054,"2017",700
"St Albans","76 East Esplanade",3,"house,cottage,villa,semi,terrace",627000,2017-07-22,14,3,1,3,"Western Metropolitan",14042,"2017",627
"St Kilda","8/240 Barkly St",1,"unit,duplex",360000,2017-07-22,5,1,1,1,"Southern Metropolitan",13240,"2017",360
"St Kilda","7/59 Carlisle St",2,"unit,duplex",530000,2017-07-22,5,2,1,0,"Southern Metropolitan",13240,"2017",530
"St Kilda","4/63 Carlisle St",2,"unit,duplex",533000,2017-07-22,5,2,1,1,"Southern Metropolitan",13240,"2017",533
"St Kilda","55 Havelock St",3,"house,cottage,villa,semi,terrace",1180000,2017-07-22,5,3,2,1,"Southern Metropolitan",13240,"2017",1180
"Strathmore","10 Fenacre St",4,"house,cottage,villa,semi,terrace",1220000,2017-07-22,8.2,4,1,2,"Western Metropolitan",3284,"2017",1220
"Sunbury","315 Elizabeth Dr",3,"house,cottage,villa,semi,terrace",5e+05,2017-07-22,31.7,3,1,3,"Western Metropolitan",14092,"2017",500
"Sunbury","11 Gruner St",3,"house,cottage,villa,semi,terrace",438000,2017-07-22,31.7,3,1,4,"Western Metropolitan",14092,"2017",438
"Sunshine","24 Matthews St",3,"house,cottage,villa,semi,terrace",910000,2017-07-22,10.5,3,1,3,"Western Metropolitan",3755,"2017",910
"Sunshine North","95A Berkshire Rd",4,"townhouse",650000,2017-07-22,10.5,4,2,1,"Western Metropolitan",4217,"2017",650
"Sunshine North","46 Clayton St",3,"house,cottage,villa,semi,terrace",595000,2017-07-22,10.5,3,1,0,"Western Metropolitan",4217,"2017",595
"Sunshine West","19 Estelle St",3,"house,cottage,villa,semi,terrace",710000,2017-07-22,10.5,3,1,2,"Western Metropolitan",6763,"2017",710
"Sunshine West","9 Noble Ct",3,"townhouse",615000,2017-07-22,10.5,3,2,1,"Western Metropolitan",6763,"2017",615
"Sunshine West","34 Ralph St",4,"house,cottage,villa,semi,terrace",859000,2017-07-22,10.5,4,2,2,"Western Metropolitan",6763,"2017",859
"Surrey Hills","23 Bristol St",3,"house,cottage,villa,semi,terrace",2225000,2017-07-22,10.2,3,1,2,"Southern Metropolitan",5457,"2017",2225
"Surrey Hills","15 Charles St",2,"house,cottage,villa,semi,terrace",1950000,2017-07-22,10.2,2,1,1,"Southern Metropolitan",5457,"2017",1950
"Surrey Hills","6 Durham Rd",4,"house,cottage,villa,semi,terrace",2550000,2017-07-22,10.2,4,2,2,"Southern Metropolitan",5457,"2017",2550
"Surrey Hills","1/24 Suffolk Rd",2,"unit,duplex",830000,2017-07-22,10.2,2,1,1,"Southern Metropolitan",5457,"2017",830
"Sydenham","7 Argyll St",4,"house,cottage,villa,semi,terrace",740000,2017-07-22,18,4,2,2,"Western Metropolitan",3640,"2017",740
"Sydenham","44 Roseleigh Bvd",3,"house,cottage,villa,semi,terrace",620000,2017-07-22,18,3,2,2,"Western Metropolitan",3640,"2017",620
"Tarneit","26 Bradman Dr",4,"house,cottage,villa,semi,terrace",463500,2017-07-22,18.4,4,2,2,"Western Metropolitan",10160,"2017",463.5
"Tarneit","30 Cobram St",3,"house,cottage,villa,semi,terrace",530000,2017-07-22,18.4,3,2,2,"Western Metropolitan",10160,"2017",530
"Tarneit","7 Vive St",3,"house,cottage,villa,semi,terrace",446000,2017-07-22,18.4,3,2,2,"Western Metropolitan",10160,"2017",446
"Taylors Hill","55 Bloomsbury Dr",3,"house,cottage,villa,semi,terrace",520000,2017-07-22,18,3,2,2,"Western Metropolitan",4242,"2017",520
"Taylors Hill","20 Hobart Wy",3,"house,cottage,villa,semi,terrace",530000,2017-07-22,18,3,2,1,"Western Metropolitan",4242,"2017",530
"Taylors Hill","6 Hobart Wy",5,"house,cottage,villa,semi,terrace",725500,2017-07-22,18,5,3,2,"Western Metropolitan",4242,"2017",725.5
"Taylors Lakes","47 Apollo Rd",4,"house,cottage,villa,semi,terrace",688000,2017-07-22,15.5,4,2,1,"Western Metropolitan",5336,"2017",688
"Taylors Lakes","7 Apollo Rd",3,"house,cottage,villa,semi,terrace",630000,2017-07-22,15.5,3,2,1,"Western Metropolitan",5336,"2017",630
"Taylors Lakes","4 Goulburn Wy",4,"house,cottage,villa,semi,terrace",8e+05,2017-07-22,15.5,4,3,6,"Western Metropolitan",5336,"2017",800
"Taylors Lakes","4 Pacific Pl",3,"house,cottage,villa,semi,terrace",760000,2017-07-22,15.5,3,3,2,"Western Metropolitan",5336,"2017",760
"Taylors Lakes","23A Wentworth Dr",3,"townhouse",502000,2017-07-22,15.5,3,2,2,"Western Metropolitan",5336,"2017",502
"Templestowe","32 Hillhouse Rd",4,"house,cottage,villa,semi,terrace",1275000,2017-07-22,15.5,4,2,2,"Eastern Metropolitan",6202,"2017",1275
"Templestowe","1 Saville Ct",5,"house,cottage,villa,semi,terrace",1300000,2017-07-22,15.5,5,3,3,"Eastern Metropolitan",6202,"2017",1300
"Templestowe Lower","46 Feathertop Av",4,"house,cottage,villa,semi,terrace",1215000,2017-07-22,12.4,4,2,4,"Eastern Metropolitan",5420,"2017",1215
"Templestowe Lower","20 Oak Cr",4,"house,cottage,villa,semi,terrace",1320000,2017-07-22,12.4,4,2,2,"Eastern Metropolitan",5420,"2017",1320
"Templestowe Lower","1/6 Union St",2,"townhouse",731000,2017-07-22,12.4,2,1,1,"Eastern Metropolitan",5420,"2017",731
"Thomastown","24 Banksia Av",3,"house,cottage,villa,semi,terrace",651000,2017-07-22,15.3,3,1,2,"Northern Metropolitan",7955,"2017",651
"Thomastown","14 Marjory St",3,"house,cottage,villa,semi,terrace",631000,2017-07-22,15.3,3,1,2,"Northern Metropolitan",7955,"2017",631
"Thomastown","37 Smith Av",3,"house,cottage,villa,semi,terrace",715500,2017-07-22,15.3,3,1,2,"Northern Metropolitan",7955,"2017",715.5
"Thornbury","105 Fyffe St",3,"house,cottage,villa,semi,terrace",1110000,2017-07-22,7,3,1,0,"Northern Metropolitan",8870,"2017",1110
"Toorak","8/161 Alexandra Av",2,"unit,duplex",735000,2017-07-22,4.1,2,1,1,"Southern Metropolitan",7217,"2017",735
"Toorak","6/2 Tintern Av",2,"unit,duplex",920000,2017-07-22,4.1,2,2,1,"Southern Metropolitan",7217,"2017",920
"Toorak","10/270 Williams Rd",1,"unit,duplex",350000,2017-07-22,4.1,2,1,1,"Southern Metropolitan",7217,"2017",350
"Tullamarine","56 Broadmeadows Rd",3,"house,cottage,villa,semi,terrace",822000,2017-07-22,12.9,3,1,1,"Western Metropolitan",3296,"2017",822
"Vermont","88 Boronia Rd",3,"house,cottage,villa,semi,terrace",988000,2017-07-22,17.2,3,1,1,"Eastern Metropolitan",4181,"2017",988
"Wantirna South","16 Allanfield Cr",3,"house,cottage,villa,semi,terrace",855000,2017-07-22,14.7,3,1,2,"Eastern Metropolitan",7082,"2017",855
"Wantirna South","1/20 Kensington Pl",3,"townhouse",630000,2017-07-22,14.7,3,1,2,"Eastern Metropolitan",7082,"2017",630
"Watsonia","18 Barry St",3,"house,cottage,villa,semi,terrace",830000,2017-07-22,14.5,3,1,1,"Northern Metropolitan",2329,"2017",830
"Watsonia North","27 Kurrajong Cr",3,"house,cottage,villa,semi,terrace",710000,2017-07-22,14.5,3,1,2,"Northern Metropolitan",1442,"2017",710
"Watsonia North","59 Sellars St",3,"house,cottage,villa,semi,terrace",850000,2017-07-22,14.5,3,1,2,"Northern Metropolitan",1442,"2017",850
"Werribee","8 Centenary Cr",3,"house,cottage,villa,semi,terrace",383000,2017-07-22,14.7,3,1,2,"Western Metropolitan",16166,"2017",383
"Werribee","5 Flourish Wy",4,"house,cottage,villa,semi,terrace",463000,2017-07-22,14.7,4,2,2,"Western Metropolitan",16166,"2017",463
"Werribee","34 Hooker Rd",3,"house,cottage,villa,semi,terrace",471500,2017-07-22,14.7,3,1,2,"Western Metropolitan",16166,"2017",471.5
"Werribee","1 Ord Ct",3,"house,cottage,villa,semi,terrace",412500,2017-07-22,14.7,3,1,1,"Western Metropolitan",16166,"2017",412.5
"Werribee","3 Parramatta Rd",3,"house,cottage,villa,semi,terrace",452000,2017-07-22,14.7,3,1,3,"Western Metropolitan",16166,"2017",452
"Werribee","17 Timbarra Dr",4,"house,cottage,villa,semi,terrace",665000,2017-07-22,14.7,4,2,2,"Western Metropolitan",16166,"2017",665
"Werribee","6 Troup Ct",3,"house,cottage,villa,semi,terrace",485000,2017-07-22,14.7,3,1,1,"Western Metropolitan",16166,"2017",485
"Werribee","17 Xavier Ct",4,"house,cottage,villa,semi,terrace",510000,2017-07-22,14.7,4,2,1,"Western Metropolitan",16166,"2017",510
"West Footscray","16 Market St",3,"house,cottage,villa,semi,terrace",850000,2017-07-22,6.4,3,1,2,"Western Metropolitan",5058,"2017",850
"West Footscray","27 Wellington St",3,"house,cottage,villa,semi,terrace",915000,2017-07-22,6.4,3,1,2,"Western Metropolitan",5058,"2017",915
"Wheelers Hill","11 Bluegum Av",5,"house,cottage,villa,semi,terrace",1591000,2017-07-22,16.7,5,3,3,"South-Eastern Metropolitan",7392,"2017",1591
"Wheelers Hill","6 Reynolds Av",5,"house,cottage,villa,semi,terrace",1490000,2017-07-22,16.7,5,3,4,"South-Eastern Metropolitan",7392,"2017",1490
"Williamstown","22 Hotham St",4,"house,cottage,villa,semi,terrace",1440000,2017-07-22,6.8,4,2,0,"Western Metropolitan",6380,"2017",1440
"Wollert","34 Tindales Rd",3,"house,cottage,villa,semi,terrace",4e+05,2017-07-22,25.5,3,2,1,"Northern Metropolitan",2940,"2017",400
"Yarra Glen","15 Yarra St",3,"house,cottage,villa,semi,terrace",620000,2017-07-22,31.4,3,2,1,"Northern Victoria",1160,"2017",620
"Yarraville","61 Eirene St",2,"house,cottage,villa,semi,terrace",9e+05,2017-07-22,6.3,2,1,3,"Western Metropolitan",6543,"2017",900
"Yarraville","30 Freame St",4,"house,cottage,villa,semi,terrace",1407000,2017-07-22,6.3,4,2,2,"Western Metropolitan",6543,"2017",1407
"Yarraville","55 Simpson St",2,"house,cottage,villa,semi,terrace",1044000,2017-07-22,6.3,2,1,0,"Western Metropolitan",6543,"2017",1044
"Airport West","10A Coniston Av",3,"townhouse",780000,2017-07-29,10.4,3,2,1,"Western Metropolitan",3464,"2017",780
"Albanvale","10 Elinga Ct",3,"house,cottage,villa,semi,terrace",555000,2017-07-29,14,3,1,3,"Western Metropolitan",1899,"2017",555
"Albion","6 Hayden Cr",3,"house,cottage,villa,semi,terrace",613000,2017-07-29,10.5,3,1,2,"Western Metropolitan",2185,"2017",613
"Albion","2/20 Talmage St",2,"townhouse",340000,2017-07-29,10.5,2,1,1,"Western Metropolitan",2185,"2017",340
"Albion","1/26 Talmage St",3,"townhouse",580000,2017-07-29,10.5,3,2,2,"Western Metropolitan",2185,"2017",580
"Ardeer","1 Chelsey St",3,"house,cottage,villa,semi,terrace",627000,2017-07-29,12.8,3,1,2,"Western Metropolitan",1281,"2017",627
"Armadale","11/49 Kooyong Rd",1,"unit,duplex",380000,2017-07-29,6.3,1,1,1,"Southern Metropolitan",4836,"2017",380
"Armadale","6/56 Sutherland Rd",2,"unit,duplex",631500,2017-07-29,6.3,2,1,1,"Southern Metropolitan",4836,"2017",631.5
"Ascot Vale","29 Doncaster St",3,"townhouse",1185000,2017-07-29,4.3,3,2,2,"Western Metropolitan",6567,"2017",1185
"Ashwood","7 Barrington Dr",4,"house,cottage,villa,semi,terrace",1540000,2017-07-29,10.2,4,2,3,"Southern Metropolitan",2894,"2017",1540
"Aspendale","4 Roycroft Av",4,"house,cottage,villa,semi,terrace",1510000,2017-07-29,21.5,4,2,4,"South-Eastern Metropolitan",2824,"2017",1510
"Balwyn","27 Burroughs Rd",5,"house,cottage,villa,semi,terrace",3812000,2017-07-29,7.9,5,4,2,"Southern Metropolitan",5682,"2017",3812
"Balwyn","4 Dee St",4,"townhouse",1450000,2017-07-29,7.9,4,3,2,"Southern Metropolitan",5682,"2017",1450
"Balwyn North","1/6 Corhampton Rd",3,"unit,duplex",1600000,2017-07-29,9.7,3,2,2,"Southern Metropolitan",7809,"2017",1600
"Balwyn North","1/47 Kawarren St",2,"unit,duplex",950000,2017-07-29,9.7,2,1,1,"Southern Metropolitan",7809,"2017",950
"Balwyn North","12 Maud St",4,"house,cottage,villa,semi,terrace",1755000,2017-07-29,9.7,4,2,2,"Southern Metropolitan",7809,"2017",1755
"Bayswater","592 Mountain Hwy",3,"house,cottage,villa,semi,terrace",606000,2017-07-29,23.2,3,1,1,"Eastern Metropolitan",5030,"2017",606
"Beaconsfield","2 George St",3,"unit,duplex",537000,2017-07-29,39,3,1,1,"Eastern Victoria",2332,"2017",537
"Beaumaris","2/37 Bonanza Rd",3,"townhouse",9e+05,2017-07-29,17.3,3,2,2,"Southern Metropolitan",5366,"2017",900
"Beaumaris","6 Monaco Cr",3,"house,cottage,villa,semi,terrace",1500000,2017-07-29,17.3,3,2,2,"Southern Metropolitan",5366,"2017",1500
"Bentleigh","2 Osborne Av",3,"townhouse",1435000,2017-07-29,11.4,3,3,2,"Southern Metropolitan",6795,"2017",1435
"Bentleigh East","2/9 Argyle St",2,"unit,duplex",592000,2017-07-29,13.8,2,1,1,"Southern Metropolitan",10969,"2017",592
"Bentleigh East","2A Goodrich St",3,"house,cottage,villa,semi,terrace",9e+05,2017-07-29,13.8,3,2,2,"Southern Metropolitan",10969,"2017",900
"Bentleigh East","10 Juliana St",4,"house,cottage,villa,semi,terrace",1780000,2017-07-29,13.8,4,2,2,"Southern Metropolitan",10969,"2017",1780
"Bentleigh East","16 Waratah St",3,"townhouse",1260000,2017-07-29,13.8,3,2,2,"Southern Metropolitan",10969,"2017",1260
"Berwick","33 Jane St",3,"house,cottage,villa,semi,terrace",620000,2017-07-29,35.2,3,1,2,"Eastern Victoria",17093,"2017",620
"Black Rock","5/323 Beach Rd",2,"unit,duplex",6e+05,2017-07-29,17.3,2,1,1,"Southern Metropolitan",2866,"2017",600
"Black Rock","1/47 Bluff Rd",3,"townhouse",1215000,2017-07-29,17.3,3,2,2,"Southern Metropolitan",2866,"2017",1215
"Blackburn South","12/5 Travellyn Ct",2,"unit,duplex",615000,2017-07-29,13.4,2,1,1,"Eastern Metropolitan",4387,"2017",615
"Boronia","42 Matlock Rd",3,"house,cottage,villa,semi,terrace",790000,2017-07-29,25,3,1,2,"Eastern Metropolitan",9704,"2017",790
"Boronia","15 New St",4,"house,cottage,villa,semi,terrace",770000,2017-07-29,25,4,2,2,"Eastern Metropolitan",9704,"2017",770
"Box Hill","9 Bishop St",4,"house,cottage,villa,semi,terrace",1831000,2017-07-29,10.9,4,1,1,"Eastern Metropolitan",4605,"2017",1831
"Braybrook","35 Carlton St",3,"house,cottage,villa,semi,terrace",8e+05,2017-07-29,8.6,3,1,2,"Western Metropolitan",3589,"2017",800
"Brighton","6/105 Cochrane St",2,"unit,duplex",845000,2017-07-29,10.5,2,1,1,"Southern Metropolitan",10579,"2017",845
"Brighton","7/138 New St",1,"unit,duplex",495000,2017-07-29,10.5,1,1,1,"Southern Metropolitan",10579,"2017",495
"Brighton","6/30 Roslyn St",2,"unit,duplex",760000,2017-07-29,10.5,2,1,1,"Southern Metropolitan",10579,"2017",760
"Brighton","1/141 South Rd",3,"house,cottage,villa,semi,terrace",1240000,2017-07-29,10.5,3,2,2,"Southern Metropolitan",10579,"2017",1240
"Broadmeadows","5 Evans Ct",3,"house,cottage,villa,semi,terrace",586000,2017-07-29,14,3,1,1,"Northern Metropolitan",4294,"2017",586
"Broadmeadows","18 Katunga Cr",4,"house,cottage,villa,semi,terrace",706000,2017-07-29,14,4,1,4,"Northern Metropolitan",4294,"2017",706
"Broadmeadows","54 Ophir St",3,"house,cottage,villa,semi,terrace",550000,2017-07-29,14,3,2,1,"Northern Metropolitan",4294,"2017",550
"Brookfield","30 Pinrush Rd",4,"house,cottage,villa,semi,terrace",456000,2017-07-29,29.8,4,2,2,"Western Victoria",3122,"2017",456
"Brooklyn","77 Corrigan Av",2,"unit,duplex",555000,2017-07-29,6.4,2,2,1,"Western Metropolitan",962,"2017",555
"Brunswick","1/46 Davies St",2,"house,cottage,villa,semi,terrace",650000,2017-07-29,5.2,2,1,1,"Northern Metropolitan",11918,"2017",650
"Brunswick","11 Marks St",4,"house,cottage,villa,semi,terrace",1080000,2017-07-29,5.2,4,2,0,"Northern Metropolitan",11918,"2017",1080
"Brunswick East","1/51 Brunswick Rd",2,"house,cottage,villa,semi,terrace",620000,2017-07-29,4,2,1,1,"Northern Metropolitan",5533,"2017",620
"Brunswick East","3/51 Brunswick Rd",2,"house,cottage,villa,semi,terrace",683000,2017-07-29,4,2,1,1,"Northern Metropolitan",5533,"2017",683
"Brunswick East","2/38 Ethel St",2,"house,cottage,villa,semi,terrace",501000,2017-07-29,4,2,1,1,"Northern Metropolitan",5533,"2017",501
"Brunswick East","603/29 Nicholson St",2,"unit,duplex",615000,2017-07-29,4,2,1,1,"Northern Metropolitan",5533,"2017",615
"Brunswick East","17 Roberts St",2,"house,cottage,villa,semi,terrace",1220000,2017-07-29,4,2,1,1,"Northern Metropolitan",5533,"2017",1220
"Brunswick West","17 Cohuna St",2,"house,cottage,villa,semi,terrace",1150000,2017-07-29,5.2,2,1,1,"Northern Metropolitan",7082,"2017",1150
"Brunswick West","7/80 Hopetoun Av",2,"unit,duplex",4e+05,2017-07-29,5.2,2,2,1,"Northern Metropolitan",7082,"2017",400
"Burwood","383 Burwood Hwy",3,"house,cottage,villa,semi,terrace",1750500,2017-07-29,10.4,3,1,2,"Southern Metropolitan",5678,"2017",1750.5
"Burwood East","1/2 Ellesmere Rd",3,"unit,duplex",835000,2017-07-29,14.7,3,2,2,"Eastern Metropolitan",4048,"2017",835
"Cairnlea","16 Westbury St",3,"house,cottage,villa,semi,terrace",640000,2017-07-29,14.8,3,2,2,"Western Metropolitan",2674,"2017",640
"Camberwell","52 Ellsworth Cr",3,"townhouse",1280000,2017-07-29,7.7,3,2,2,"Southern Metropolitan",8920,"2017",1280
"Camberwell","78 Fordham Av",5,"house,cottage,villa,semi,terrace",2400000,2017-07-29,7.7,5,2,0,"Southern Metropolitan",8920,"2017",2400
"Camberwell","1/43 Inglesby Rd",2,"unit,duplex",682000,2017-07-29,7.7,2,1,1,"Southern Metropolitan",8920,"2017",682
"Camberwell","6 Regent St",4,"house,cottage,villa,semi,terrace",2500000,2017-07-29,7.7,4,2,3,"Southern Metropolitan",8920,"2017",2500
"Camberwell","11/596 Riversdale Rd",3,"unit,duplex",682000,2017-07-29,7.7,3,1,2,"Southern Metropolitan",8920,"2017",682
"Camberwell","2/37 Thomas St",2,"unit,duplex",600800,2017-07-29,7.7,2,1,1,"Southern Metropolitan",8920,"2017",600.8
"Carlton","66 Palmerston St",3,"house,cottage,villa,semi,terrace",920000,2017-07-29,1.6,3,1,0,"Northern Metropolitan",6786,"2017",920
"Carlton North","384 Canning St",2,"house,cottage,villa,semi,terrace",1690000,2017-07-29,3.5,2,1,1,"Northern Metropolitan",3106,"2017",1690
"Carnegie","2/8 Beena Av",2,"unit,duplex",680000,2017-07-29,10.1,2,1,1,"Southern Metropolitan",7822,"2017",680
"Carnegie","13/1150 Dandenong Rd",1,"unit,duplex",316000,2017-07-29,10.1,1,1,1,"Southern Metropolitan",7822,"2017",316
"Carnegie","1/80 Truganini Rd",3,"unit,duplex",1151000,2017-07-29,10.1,3,2,1,"Southern Metropolitan",7822,"2017",1151
"Caroline Springs","10 Risley Cl",3,"house,cottage,villa,semi,terrace",518000,2017-07-29,14.8,3,2,2,"Western Metropolitan",7719,"2017",518
"Carrum","29 Whatley St",3,"house,cottage,villa,semi,terrace",625000,2017-07-29,31.2,3,2,1,"South-Eastern Metropolitan",1989,"2017",625
"Carrum Downs","9 Pinewood Dr",3,"house,cottage,villa,semi,terrace",480000,2017-07-29,34.9,3,1,0,"South-Eastern Metropolitan",8060,"2017",480
"Chadstone","1/6 Crana Ct",5,"townhouse",1050000,2017-07-29,11.7,5,2,2,"Southern Metropolitan",3582,"2017",1050
"Chelsea","364 Station St",3,"house,cottage,villa,semi,terrace",750000,2017-07-29,27,3,1,2,"South-Eastern Metropolitan",3906,"2017",750
"Chelsea Heights","11 Rebecca Cl",5,"house,cottage,villa,semi,terrace",835500,2017-07-29,27,5,5,4,"South-Eastern Metropolitan",2076,"2017",835.5
"Cheltenham","22 Cavanagh St",4,"house,cottage,villa,semi,terrace",1740000,2017-07-29,17.9,4,2,2,"Southern Metropolitan",9758,"2017",1740
"Cheltenham","4/163 Centre Dandenong Rd",2,"unit,duplex",560000,2017-07-29,17.9,2,1,2,"Southern Metropolitan",9758,"2017",560
"Cheltenham","3/33 Sunray Av",2,"townhouse",751000,2017-07-29,17.9,2,1,1,"Southern Metropolitan",9758,"2017",751
"Clarinda","8 Elliminya Ct",5,"house,cottage,villa,semi,terrace",976000,2017-07-29,17.5,5,3,2,"South-Eastern Metropolitan",2727,"2017",976
"Clifton Hill","117 Roseneath St",4,"house,cottage,villa,semi,terrace",1662500,2017-07-29,3.6,4,2,0,"Northern Metropolitan",2954,"2017",1662.5
"Clifton Hill","7/16 The Esplanade",2,"unit,duplex",591000,2017-07-29,3.6,2,1,1,"Northern Metropolitan",2954,"2017",591
"Coburg","3/7 Dare St",2,"house,cottage,villa,semi,terrace",650000,2017-07-29,6.7,2,1,1,"Northern Metropolitan",11204,"2017",650
"Coburg","68 Marks St",4,"house,cottage,villa,semi,terrace",1400000,2017-07-29,6.7,4,2,2,"Northern Metropolitan",11204,"2017",1400
"Coburg","34 Soudan St",2,"house,cottage,villa,semi,terrace",996000,2017-07-29,6.7,2,1,1,"Northern Metropolitan",11204,"2017",996
"Coburg","4/94 The Grove",1,"unit,duplex",430000,2017-07-29,6.7,1,1,1,"Northern Metropolitan",11204,"2017",430
"Coburg North","17 Delta Av",4,"house,cottage,villa,semi,terrace",1011000,2017-07-29,6.7,4,2,2,"Northern Metropolitan",3445,"2017",1011
"Coburg North","39 Peterson Av",3,"house,cottage,villa,semi,terrace",770000,2017-07-29,6.7,3,1,1,"Northern Metropolitan",3445,"2017",770
"Coburg North","10 Shore Gr",3,"townhouse",830000,2017-07-29,6.7,3,2,2,"Northern Metropolitan",3445,"2017",830
"Coolaroo","470 Barry Rd",3,"house,cottage,villa,semi,terrace",455000,2017-07-29,17.4,3,1,1,"Northern Metropolitan",1124,"2017",455
"Craigieburn","15 Champion Pde",4,"house,cottage,villa,semi,terrace",510000,2017-07-29,20.6,4,2,1,"Northern Metropolitan",15510,"2017",510
"Craigieburn","10 Olympic Wy",4,"house,cottage,villa,semi,terrace",590000,2017-07-29,20.6,4,2,2,"Northern Metropolitan",15510,"2017",590
"Craigieburn","66 Willmott Dr",3,"house,cottage,villa,semi,terrace",390000,2017-07-29,20.6,3,1,1,"Northern Metropolitan",15510,"2017",390
"Cranbourne North","13 Cumquat Ct",4,"house,cottage,villa,semi,terrace",5e+05,2017-07-29,34.7,4,2,0,"South-Eastern Metropolitan",6464,"2017",500
"Croydon","20 Glenora Av",2,"house,cottage,villa,semi,terrace",1150000,2017-07-29,23,2,1,2,"Eastern Metropolitan",11925,"2017",1150
"Croydon","1/6 Kitchener Rd",3,"house,cottage,villa,semi,terrace",745000,2017-07-29,23,3,2,2,"Eastern Metropolitan",11925,"2017",745
"Croydon","6 Powell St",3,"house,cottage,villa,semi,terrace",928000,2017-07-29,23,3,1,1,"Eastern Metropolitan",11925,"2017",928
"Croydon Hills","24 County Tce",4,"house,cottage,villa,semi,terrace",1020000,2017-07-29,23,4,2,2,"Eastern Metropolitan",1705,"2017",1020
"Dandenong North","1/30 Boyd St",4,"unit,duplex",617000,2017-07-29,24.7,4,3,2,"South-Eastern Metropolitan",8322,"2017",617
"Doncaster","10 Wilsons Rd",3,"house,cottage,villa,semi,terrace",1420000,2017-07-29,12.4,3,1,2,"Eastern Metropolitan",9028,"2017",1420
"Doncaster East","54 Devon Dr",3,"house,cottage,villa,semi,terrace",1120000,2017-07-29,14.3,3,1,1,"Eastern Metropolitan",10999,"2017",1120
"Doncaster East","27 Gaudion Rd",6,"house,cottage,villa,semi,terrace",1655000,2017-07-29,14.3,6,3,2,"Eastern Metropolitan",10999,"2017",1655
"Doncaster East","39A George St",3,"townhouse",970000,2017-07-29,14.3,3,2,2,"Eastern Metropolitan",10999,"2017",970
"Doncaster East","10 Heysen Gr",4,"house,cottage,villa,semi,terrace",1225000,2017-07-29,14.3,4,2,2,"Eastern Metropolitan",10999,"2017",1225
"Doncaster East","14 Morello Cir",3,"townhouse",1120000,2017-07-29,14.3,3,2,2,"Eastern Metropolitan",10999,"2017",1120
"Doncaster East","21 Runnymede St",3,"house,cottage,villa,semi,terrace",1460000,2017-07-29,14.3,3,1,2,"Eastern Metropolitan",10999,"2017",1460
"Doreen","2 Hughes Rd",4,"house,cottage,villa,semi,terrace",5e+05,2017-07-29,25.9,4,2,2,"Northern Victoria",7254,"2017",500
"Doreen","13 Sandover St",4,"house,cottage,villa,semi,terrace",531000,2017-07-29,25.9,4,2,2,"Northern Victoria",7254,"2017",531
"Doveton","35 Fugosia St",3,"house,cottage,villa,semi,terrace",508000,2017-07-29,28.8,3,1,2,"South-Eastern Metropolitan",3533,"2017",508
"Doveton","49 Kanooka Gr",3,"house,cottage,villa,semi,terrace",450000,2017-07-29,28.8,3,1,0,"South-Eastern Metropolitan",3533,"2017",450
"Eaglemont","18 Carlsberg Rd",4,"house,cottage,villa,semi,terrace",3300000,2017-07-29,8.9,4,2,3,"Eastern Metropolitan",1651,"2017",3300
"Edithvale","17 Tudor Ct",4,"unit,duplex",7e+05,2017-07-29,27,4,2,2,"South-Eastern Metropolitan",2546,"2017",700
"Elsternwick","3/14 Sinclair St",2,"unit,duplex",834500,2017-07-29,7.2,2,1,2,"Southern Metropolitan",4898,"2017",834.5
"Eltham North","45 Acheron Cr",4,"house,cottage,villa,semi,terrace",850000,2017-07-29,18,4,2,2,"Eastern Metropolitan",2346,"2017",850
"Eltham North","15 Highpoint Cr",4,"house,cottage,villa,semi,terrace",920000,2017-07-29,18,4,3,2,"Eastern Metropolitan",2346,"2017",920
"Eltham North","20 Ramptons Rd",5,"house,cottage,villa,semi,terrace",850000,2017-07-29,18,5,2,1,"Eastern Metropolitan",2346,"2017",850
"Elwood","3/28 Avoca Av",2,"unit,duplex",930000,2017-07-29,7.2,2,1,1,"Southern Metropolitan",8989,"2017",930
"Elwood","1/121 Brighton Rd",2,"unit,duplex",720000,2017-07-29,7.2,2,1,2,"Southern Metropolitan",8989,"2017",720
"Elwood","4/19 Ruskin St",3,"townhouse",1035000,2017-07-29,7.2,3,2,2,"Southern Metropolitan",8989,"2017",1035
"Elwood","34 Selwyn Av",3,"house,cottage,villa,semi,terrace",1820000,2017-07-29,7.2,3,2,3,"Southern Metropolitan",8989,"2017",1820
"Elwood","4/505 St Kilda St",2,"townhouse",710000,2017-07-29,7.2,2,1,1,"Southern Metropolitan",8989,"2017",710
